skill_id,skill_title,skill_type,skill_description_final
79e8f1c84a04bc02b77c1f18bb22765db691a06e40fb7eddee4f989a9d271c5f,Gantt Chart,Apps and Tools,"Gantt Chart is an app tool that helps you plan and manage projects. It allows you to create visual timelines, track progress, and collaborate with team members. Gantt Chart makes it easy to stay organized and on top of your projects."
7a034fc060cab13e617e317660530bc5f9f266c03a7648991f5bb4c80817ac2c,PostGIS,Apps and Tools,"PostGIS is a powerful open source spatial database extender for PostgreSQL. It adds support for geographic objects, allowing storage and analysis of spatial data in a PostgreSQL database. PostGIS provides a wide range of spatial functions and operators for manipulating and analyzing spatial data."
7a36f6ead468d653cddb75e5d11e5dd5de9ea59d045a84892876f14574546202,S&P Capital IQ,Apps and Tools,"S&P Capital IQ is a financial data and analytics platform that provides comprehensive information and research on companies, markets, industries, and investment opportunities to support investment decisions."
6492837859d5161f7f0dce3e108f82b0523526ac85e698099fc9849add381100,Post Trade Monitoring and Risk and Capital Management,SFw TSC,Post Trade Monitoring and Risk and Capital Management: Develop and implement risk management strategies to protect financial assets and investments. Monitor positions in trading books and formulate hedging strategies to manage associated financial risks. Analyze financial data to identify discrepancies and associated risks. Execute post-trade processes to ensure accuracy and compliance.
aad5b2bb31fcbecdb995d21853a45bf876a8fe3b716d74880065b3cf1b4c1ea7,Solar Photovoltaic Systems Designs,SFw TSC,Solar Photovoltaic Systems Designs: Design and implement solar energy systems according to project requirements and site constraints. Administer site assessment procedures to determine technical specifications. Drive adoption of solar energy systems to ensure greater sustainability impact and savings. Refine design to incorporate the latest technologies and capabilities.
182328ac2aa2cf0cd73d223564647e89a3d366b5ebd16bb6f2ce3d1d234f276b,Apply Workplace Safety and Health in Shipyard (General Trade),SFw TSC,Apply Workplace Safety and Health in Shipyard (General Trade): This skill teaches workers how to safely work in a shipbuilding and ship repairing environment. Learners will gain knowledge and skills to identify and mitigate potential hazards and risks.
7a5f5b3c96cde31f3793037b13c5915c6f3ee0c280c6bb3bd2e9815e4e5fc783,Amazon Sagemaker,Apps and Tools,"Amazon SageMaker is an end-to-end machine learning platform that enables developers and data scientists to quickly and easily build, train, and deploy ML models at scale. It provides a fully managed environment for building, training, and deploying ML models, as well as tools for data labeling, model monitoring, and automated ML."
e8a9dca1d03bb90150816399777790c2deddd1ad4798eb5c86c6fad7577b87a1,Polymeric Material Characterisation,SFw TSC,"Polymeric Material Characterisation: Evaluating and characterising polymeric materials for manufacturing components, including advanced composite materials. Conducting tests and measurements, theoretical and computational modelling, and experiments to determine material properties."
d9f83025439953193de7a93804e8d4c743ac0c4ad63e9811ec26d96d6346a3e3,Airline Representation and Station Management,SFw TSC,Airline Representation and Station Management: Monitoring and managing ground service operations to ensure adherence to standards and timely delivery of services. Building partnerships with ground handling agents and managing resources and expenses to review and enhance operations.
7a9c94a8c201bcc22857e49fae92628458cbe2648ab0d3d747d7ed656ca20eb2,SAP,Apps and Tools,"SAP is an enterprise resource planning (ERP) software suite that helps businesses manage their operations, finances, and customer relations. It provides a comprehensive set of tools to streamline processes, improve efficiency, and increase profitability."
30ea9780a18df8b5318eaafd94bebf8e740b059112fa5752458827256b30f278,Process Plant and Equipment Integrity Management,SFw TSC,"Process Plant and Equipment Integrity Management: Monitor and optimize process plant and equipment performance to ensure high levels of plant integrity and energy efficiency. Analyse data, formulate strategies, and review performance to drive and maintain these levels. Interpret results to contribute to the overall success."
c13046479918064c56afc11b8ba3f30dbd3b813fdff1b5dfeb24f503785b74cc,Food and Beverage Visual Merchandising Presentation,SFw TSC,"Food and Beverage Visual Merchandising Presentation: Design and maintain attractive displays to promote products or services, ensuring visual impact and customer satisfaction. Monitor construction and maintenance of displays to ensure accuracy and standards are met. Establish standards and checklists to ensure displays accurately reflect the product or service."
7ae973b84866daed6a739a693a74e0c1efe2c5957d26a4d3fab9c529720c1f79,Polymer (Javascript Library),Apps and Tools,"Polymer is a JavaScript library that helps developers create fast, reusable web components. It uses the latest web technologies to provide a rich, declarative syntax for building powerful, modern web applications."
04ffd0c6869a9ad4c68352c021205bfd958fa7c090a9befd050777f35a04160d,Production of Still and Moving Images,SFw TSC,"Production of Still and Moving Images: Creating and refining visuals based on design briefs, managing production and scheduling requirements for advertising campaigns, and preparing creative briefs to meet marketing objectives. Assessing production vendors and ensuring deliverables meet requirements."
7b08776df39d1e97b089caf066de79ce7fd63ca4dbb5a4279616eabf7dce6697,Maxon Cinema 4D,Apps and Tools,"Maxon Cinema 4D is a powerful 3D animation and rendering software used by professionals in the film, television, and gaming industries. It offers a wide range of tools for creating stunning visuals and animations quickly and easily."
7b1398efba6745b3d45f3019967d2ce5abed1407ef3b58d5f8741943ff435b18,Avaloq,Apps and Tools,"Avaloq is a comprehensive banking software suite that provides a secure, integrated platform for managing financial operations. It offers a range of features, including core banking, payments, risk management, and compliance. With Avaloq, banks can streamline their processes and improve customer service."
7b173343f539cdc4641952d5c22e1c9d4f457dfa01dca802cba19afea60d0977,Rabbitmq,Apps and Tools,"RabbitMQ is an open source message broker software that implements the Advanced Message Queuing Protocol (AMQP). It provides reliable messaging for applications, enabling them to communicate and scale. RabbitMQ is easy to deploy, manage, and monitor, making it an ideal choice for enterprise messaging applications."
105c85ed2f784f2adb32a607919e518a473364d438816d6d246854bbec34a8c4,Fraud Investigation Planning and Execution,SFw TSC,"Fraud Investigation Planning and Execution: Conducting fraud investigations and reviews to identify fraudulent activities, analyse results, and influence standards and processes. Applying investigative procedures and plans to determine root causes and damages. Leading fraud investigations and related activities."
c32119e84ad45f35e039ce890b9fb2539684c3c3bd88ce3066147f34172ed190,Public Hygiene Maintenance,SFw TSC,"Public Hygiene Maintenance: Maintain cleanliness and hygiene of public areas and related amenities in a safe manner. Supervise and review cleaning processes and procedures, apply mechanical devices, and follow processes and procedures."
7ba6dd83507440d986ea57cce580bab20456339796233d4c3c387b69e04dd7aa,Audacity Software,Apps and Tools,"Audacity is a free, open-source audio editing software that allows users to record, edit, and mix audio files. It features a wide range of tools and effects to help users create professional-quality audio projects."
7bc6ff500a5da88b7c6a4ebfefa110c5792d885c80c264ec98dfaa020052b060,Portfolio Management System (PMS),Apps and Tools,"Portfolio Management System (PMS) is a powerful tool to help you manage your investments. It provides real-time insights, portfolio analysis, and risk management capabilities to help you make informed decisions. With PMS, you can easily track and monitor your investments, and make the most of your portfolio."
731b805b0d55ecfb803b1ee045c957085803df5b945e6a03ec7f2305680883d8,Workplace Learning Delivery,SFw TSC,"Workplace Learning Delivery: Design and implement tailored learning solutions to improve performance in any workplace setting. Utilize data-driven approaches to identify learner needs and develop strategies to meet them, resulting in improved performance."
